nama_satker,status_umumkan_rup,asal_dana,jenis_klpd,asal_dana_satker,kd_kegiatan,kd_satker_str,tahun_anggaran_dana,kd_subkegiatan,jenis_dana_apbn,kd_komponen,kd_rup_lokal,id_paket_anggaran_penyedia,kd_klpd,status_aktif_rup,tahun_anggaran,asal_dana_klpd,pagu,sumber_dana,kd_rup,mak,nama_klpd,kd_satker,status_delete_rup,last_update_ref
BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PANGKEP,Terumumkan,K34,KEMENTERIAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PANGKEP,13790843,352630,2026,,RUPIAH MURNI,5287860,,582011353,K34,true,2026,Kementerian Ketenagakerjaan,13500000,APBN,63545243,WA.6988.EBA.994.002.0A.523111,Kementerian Ketenagakerjaan,165839,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Badan Perencanaan dan Pengembangan Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Badan Perencanaan dan Pengembangan Ketenagakerjaan,13601787,452677,2027,,PINJAMAN LUAR NEGERI,5142119,,601999409,K34,true,2026,Kementerian Ketenagakerjaan,1200000000,APBN,67642669,DN.6766.FAB.001.055.0C.523199,Kementerian Ketenagakerjaan,14096,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663940,451108,2026,,PNBP,5220491,,593811831,K34,true,2026,Kementerian Ketenagakerjaan,95200000,APBN,66357350,DL.4057.SCO.003.051.0A.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,RUPIAH MURNI,5295904,,593427084,K34,true,2026,Kementerian Ketenagakerjaan,640000,APBN,66281320,DL.4057.SCO.029.052.0A.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Perluasan Kesempatan Kerja Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Bekasi,13676347,690634,2026,,PNBP,5240068,,590155575,K34,true,2026,Kementerian Ketenagakerjaan,993000,APBN,65594472,DN.2175.BDC.005.051.0N.521211,Kementerian Ketenagakerjaan,164530,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,,451094,2026,,RUPIAH MURNI,5343202,,592596722,K34,true,2026,Kementerian Ketenagakerjaan,19200000,APBN,66129488,DL.4057.SCO.015.052.0A.521211,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Keselamatan dan Kesehatan Kerja Medan,Terumumkan,K34,KEMENTERIAN,Balai Keselamatan dan Kesehatan Kerja Medan,13807026,350081,2026,,RUPIAH MURNI,5293153,,582293762,K34,true,2026,Kementerian Ketenagakerjaan,4200000,APBN,63627958,DN.6592.QAC.001.051.0F.521219,Kementerian Ketenagakerjaan,14065,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584917,452558,2026,,PNBP,5103311,,591534813,K34,true,2026,Kementerian Ketenagakerjaan,3200000,APBN,65915547,DL.4057.SCO.007.054.0A.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Makassar,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Makassar,13834096,452652,2026,,RUPIAH MURNI,5299590,,593891682,K34,true,2026,Kementerian Ketenagakerjaan,33000000,APBN,66375507,DL.4057.SCO.037.054.0A.521211,Kementerian Ketenagakerjaan,14123,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777687,230302,2026,,PNBP,5284595,,581450395,K34,true,2026,Kementerian Ketenagakerjaan,417000000,APBN,63388635,DL.4053.PDI.002.054.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599602,450938,2026,,PNBP,5136486,,592038695,K34,true,2026,Kementerian Ketenagakerjaan,60000000,APBN,66022028,WA.2159.EBC.954.052.0I.522191,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,,452609,2026,,RUPIAH MURNI,5244796,,591198116,K34,true,2026,Kementerian Ketenagakerjaan,26000000,APBN,65843818,DL.4057.SCO.011.051.0A.521211,Kementerian Ketenagakerjaan,141978,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668981,451270,2026,,PNBP,5228553,,588672945,K34,true,2026,Kementerian Ketenagakerjaan,24000000,APBN,65242480,DN.2181.BDC.001.057.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,,451139,2026,,PNBP,5231710,,598233392,K34,true,2026,Kementerian Ketenagakerjaan,0,APBN,67084525,DN.2173.BDC.001.052.0A.521211,Kementerian Ketenagakerjaan,14069,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599601,450938,2026,,RUPIAH MURNI,5136480,,592236141,K34,true,2026,Kementerian Ketenagakerjaan,54000000,APBN,66055072,WA.2158.EBA.994.002.0F.523121,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Sorong,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sorong,13676517,452589,2026,,PNBP,5240092,,591541979,K34,true,2026,Kementerian Ketenagakerjaan,320000,APBN,65918146,DL.4057.SCO.008.052.0A.521211,Kementerian Ketenagakerjaan,14131,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Politeknik Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Politeknik Ketenagakerjaan,13835047,352632,2026,,PNBP,5299936,,591838921,K34,true,2026,Kementerian Ketenagakerjaan,2250000,APBN,65986536,DL.2238.AEC.001.051.0C.521211,Kementerian Ketenagakerjaan,171546,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Sekretariat Badan Nasional Sertifikasi Profesi,Terumumkan,K34,KEMENTERIAN,Sekretariat Badan Nasional Sertifikasi Profesi,13602835,452533,2026,,PNBP,5143613,,582220053,K34,true,2026,Kementerian Ketenagakerjaan,375000,APBN,63608318,DL.4053.PFA.061.052.0C.521211,Kementerian Ketenagakerjaan,14108,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683443,065106,2026,,RUPIAH MURNI,5248383,,589920848,K34,true,2026,Kementerian Ketenagakerjaan,18500000,APBN,65540482,DL.4057.SCO.014.054.0A.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Surakarta,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Surakarta,13587248,035636,2026,,RUPIAH MURNI,5108545,,593576804,K34,true,2026,Kementerian Ketenagakerjaan,205240000,APBN,66305314,DL.4057.SCO.011.054.0A.521211,Kementerian Ketenagakerjaan,14114,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Perluasan Kesempatan Kerja Kendari,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Kendari,13973819,690633,2026,,PNBP,5357451,,593892408,K34,true,2026,Kementerian Ketenagakerjaan,1250000,APBN,66375716,DN.2175.BDC.005.051.0D.521211,Kementerian Ketenagakerjaan,161828,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663270,452542,2026,,RUPIAH MURNI,5219568,,582299518,K34,true,2026,Kementerian Ketenagakerjaan,76000000,APBN,63629912,DL.4057.SCO.003.051.0B.521211,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,13599143,191206,2026,,RUPIAH MURNI,5135819,,576567606,K34,true,2026,Kementerian Ketenagakerjaan,44160000,APBN,62166764,DL.4053.PDI.002.051.0B.521211,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Politeknik Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Politeknik Ketenagakerjaan,13835047,352632,2026,,RUPIAH MURNI,5299943,,583672267,K34,true,2026,Kementerian Ketenagakerjaan,4900000,APBN,63960398,DL.2238.SBA.001.051.0G.521211,Kementerian Ketenagakerjaan,171546,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663940,451108,2026,,PNBP,5220494,,593813531,K34,true,2026,Kementerian Ketenagakerjaan,31104000,APBN,66357935,DL.4057.SCO.003.074.0C.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,,452609,2026,,RUPIAH MURNI,5244807,,591327186,K34,true,2026,Kementerian Ketenagakerjaan,11000000,APBN,65872742,DL.4057.SCO.011.069.0A.521211,Kementerian Ketenagakerjaan,141978,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663270,452542,2026,,RUPIAH MURNI,5219573,,582311076,K34,true,2026,Kementerian Ketenagakerjaan,960000,APBN,63632995,DL.4057.SCO.005.052.0A.521211,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,13671005,451139,2026,,PNBP,5231727,,583446706,K34,true,2026,Kementerian Ketenagakerjaan,2564000,APBN,63904579,DN.7907.AEA.001.051.0C.521211,Kementerian Ketenagakerjaan,14069,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668985,451270,2026,,RUPIAH MURNI,5228580,,589464028,K34,true,2026,Kementerian Ketenagakerjaan,57668000,APBN,65430611,WA.6623.EBA.994.002.0A.523199,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663270,452542,2026,,RUPIAH MURNI,5219581,,593827333,K34,true,2026,Kementerian Ketenagakerjaan,23000000,APBN,66362444,DL.4057.SCO.010.063.0A.521211,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,13650916,450990,2026,,PNBP,5202979,,591608469,K34,true,2026,Kementerian Ketenagakerjaan,15000000,APBN,65934465,WA.2165.EBC.996.052.0H.521211,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
"BALAI HIGENE PERUSAHAAN, KESEHATAN DAN KESELAMATAN KERJA DI SURABAYA",Terumumkan,K34,KEMENTERIAN,"BALAI HIGENE PERUSAHAAN, KESEHATAN DAN KESELAMATAN KERJA DI SURABAYA",13975278,350080,2026,,RUPIAH MURNI,5357855,,591861164,K34,true,2026,Kementerian Ketenagakerjaan,3144000,APBN,65990202,WA.6622.EBA.994.002.0B.523121,Kementerian Ketenagakerjaan,14064,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663270,452542,2026,,PNBP,5219574,,582311655,K34,true,2026,Kementerian Ketenagakerjaan,17500000,APBN,63633131,DL.4057.SCO.007.052.0A.521211,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Belitung,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Belitung,,352631,2026,,PNBP,5118498,,594374890,K34,true,2026,Kementerian Ketenagakerjaan,190000,APBN,66476993,DL.4059.SCO.002.051.0A.521211,Kementerian Ketenagakerjaan,162854,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599602,450938,2026,,PNBP,5136484,,591781808,K34,true,2026,Kementerian Ketenagakerjaan,6804000,APBN,65973249,WA.2159.EBA.960.053.0A.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668984,451270,2026,,PNBP,5228575,,592567802,K34,true,2026,Kementerian Ketenagakerjaan,608000000,APBN,66123873,DN.6587.BDC.001.051.0B.524119,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599601,450938,2026,,RUPIAH MURNI,5136483,,593702390,K34,true,2026,Kementerian Ketenagakerjaan,3000000,APBN,66331640,WA.2158.EBD.955.052.0R.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777689,230302,2026,,PNBP,5284592,,581451627,K34,true,2026,Kementerian Ketenagakerjaan,500000,APBN,63389033,DL.4059.SCO.001.051.0B.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683443,065106,2026,,RUPIAH MURNI,5248390,,590004050,K34,true,2026,Kementerian Ketenagakerjaan,36500000,APBN,65559137,DL.4057.SCO.014.063.0A.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PANGKEP,Terumumkan,K34,KEMENTERIAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PANGKEP,13790841,352630,2026,,RUPIAH MURNI,5287865,,582012443,K34,true,2026,Kementerian Ketenagakerjaan,130000000,APBN,63545673,DL.4057.SCO.003.052.0A.521211,Kementerian Ketenagakerjaan,165839,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238726,,592588640,K34,true,2026,Kementerian Ketenagakerjaan,12000000,APBN,66127778,DL.4057.SCO.013.054.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663940,451108,2026,,RUPIAH MURNI,5220493,,593936686,K34,true,2026,Kementerian Ketenagakerjaan,80000000,APBN,66386507,DL.4057.SCO.003.053.0B.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,,191206,2026,,RUPIAH MURNI,5135832,,599892632,K34,true,2026,Kementerian Ketenagakerjaan,50400000,APBN,67316171,DL.4057.SCO.027.060.0B.521211,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599601,450938,2026,,RUPIAH MURNI,5136480,,579247076,K34,true,2026,Kementerian Ketenagakerjaan,74373000,APBN,62852112,WA.2158.EBA.994.002.0A.521111,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685779,259031,2026,,RUPIAH MURNI,5251855,,581363381,K34,true,2026,Kementerian Ketenagakerjaan,38241000,APBN,63378370,WA.2171.EBA.994.002.0F.523121,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,13622151,021212,2026,,RUPIAH MURNI,5171863,,579175952,K34,true,2026,Kementerian Ketenagakerjaan,2000000,APBN,62830216,DL.4057.SCO.010.060.0B.521211,Kementerian Ketenagakerjaan,94422,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,PNBP,5295905,,593209956,K34,true,2026,Kementerian Ketenagakerjaan,38400000,APBN,66258377,DL.4057.SCO.003.053.0C.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,13946010,451094,2026,,RUPIAH MURNI,5343206,,592528336,K34,true,2026,Kementerian Ketenagakerjaan,600000,APBN,66114653,DL.4057.SCO.015.061.0B.521211,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,13588365,651870,2026,,PNBP,5112664,,602130799,K34,true,2026,Kementerian Ketenagakerjaan,10500000,APBN,67666958,DN.6591.FAI.001.054.DB.521211,Kementerian Ketenagakerjaan,14095,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
Ditjen Pembinaan Pelatihan Vokasi dan Produktivitas,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Pelatihan Vokasi dan Produktivitas,13623327,451026,2026,,RUPIAH MURNI,5173993,,582186758,K34,true,2026,Kementerian Ketenagakerjaan,77000000,APBN,63597907,DL.4055.SCI.003.052.0A.521211,Kementerian Ketenagakerjaan,177670,false,5809f591-04b2-541e-98c2-10c00ec3f078.5-3tDSuqNHOOOhjN.jBSXMYnlS6zEYXSkWu5rwFQSUYFNFvSvOz7Qzi3430I
