nama_satker,status_umumkan_rup,asal_dana,jenis_klpd,asal_dana_satker,kd_kegiatan,kd_satker_str,tahun_anggaran_dana,kd_subkegiatan,jenis_dana_apbn,kd_komponen,kd_rup_lokal,id_paket_anggaran_penyedia,kd_klpd,status_aktif_rup,tahun_anggaran,asal_dana_klpd,pagu,sumber_dana,kd_rup,mak,nama_klpd,kd_satker,status_delete_rup,last_update_ref
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238731,,592590214,K34,true,2026,Kementerian Ketenagakerjaan,16500000,APBN,66128292,DL.4057.SCO.013.062.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Besar Pelatihan Vokasi dan Produktivitas Makassar,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Makassar,13834097,452652,2026,,PNBP,5299581,,594384135,K34,true,2026,Kementerian Ketenagakerjaan,250000,APBN,66478678,DL.4059.SCO.001.051.0B.521211,Kementerian Ketenagakerjaan,14123,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Direktorat Bina Kelembagaan Pelatihan Vokasi,Terumumkan,K34,KEMENTERIAN,Direktorat Bina Kelembagaan Pelatihan Vokasi,13878328,626131,2026,,PNBP,5313669,,593949902,K34,true,2026,Kementerian Ketenagakerjaan,350000000,APBN,66390322,DL.4056.RAJ.002.053.0C.531114,Kementerian Ketenagakerjaan,173618,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sorong,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sorong,13676518,452589,2026,,PNBP,5240099,,591302695,K34,true,2026,Kementerian Ketenagakerjaan,3000000,APBN,65867351,DL.4059.SCO.001.051.0B.521211,Kementerian Ketenagakerjaan,14131,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Direktorat Bina Penyelenggaraan Pelatihan Vokasi dan Pemagangan,Terumumkan,K34,KEMENTERIAN,Direktorat Bina Penyelenggaraan Pelatihan Vokasi dan Pemagangan,13692909,626132,2026,,PINJAMAN LUAR NEGERI,5255614,,597095227,K34,true,2026,Kementerian Ketenagakerjaan,2732630000,APBN,66904223,DL.4057.PEA.047.057.0A.522131,Kementerian Ketenagakerjaan,178609,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sorong,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sorong,13676519,452589,2026,,RUPIAH MURNI,5240101,,592699602,K34,true,2026,Kementerian Ketenagakerjaan,52000000,APBN,66150264,WA.6988.EBA.994.002.0G.522112,Kementerian Ketenagakerjaan,14131,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683443,065106,2026,,RUPIAH MURNI,5248385,,590003376,K34,true,2026,Kementerian Ketenagakerjaan,21000000,APBN,65558855,DL.4057.SCO.014.057.0A.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777690,230302,2026,,RUPIAH MURNI,5284563,,582163450,K34,true,2026,Kementerian Ketenagakerjaan,31500000,APBN,63590947,WA.6988.EBA.994.002.0B.523121,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599602,450938,2026,,PNBP,5136486,,592038086,K34,true,2026,Kementerian Ketenagakerjaan,220000000,APBN,66021842,WA.2159.EBC.954.052.0I.522191,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,13599145,191206,2026,,PNBP,5135838,,576568262,K34,true,2026,Kementerian Ketenagakerjaan,530000,APBN,62166970,DL.4059.SCO.002.051.0A.521211,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,PNBP,5238715,,592924500,K34,true,2026,Kementerian Ketenagakerjaan,51200000,APBN,66202378,DL.4057.SCO.003.053.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584917,452558,2026,,RUPIAH MURNI,5103327,,592838542,K34,true,2026,Kementerian Ketenagakerjaan,22490000,APBN,66186003,DL.4057.SCO.034.051.0A.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sorong,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sorong,13676517,452589,2026,,PNBP,5240091,,592587288,K34,true,2026,Kementerian Ketenagakerjaan,2400000,APBN,66127253,DL.4057.SCO.007.052.0A.521211,Kementerian Ketenagakerjaan,14131,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Politeknik Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Politeknik Ketenagakerjaan,13835047,352632,2026,,RUPIAH MURNI,5299938,,583695119,K34,true,2026,Kementerian Ketenagakerjaan,105000000,APBN,63963680,DL.2238.AEA.002.051.0A.522191,Kementerian Ketenagakerjaan,171546,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Politeknik Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Politeknik Ketenagakerjaan,13835047,352632,2026,,PNBP,5299936,,583611003,K34,true,2026,Kementerian Ketenagakerjaan,300000,APBN,63953323,DL.2238.AEC.001.051.0C.521211,Kementerian Ketenagakerjaan,171546,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238714,,592817740,K34,true,2026,Kementerian Ketenagakerjaan,35360000,APBN,66183415,DL.4057.SCO.003.052.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Besar Pelatihan Vokasi dan Produktivitas Serang,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Serang,13622795,426531,2026,,RUPIAH MURNI,5172975,,580166435,K34,true,2026,Kementerian Ketenagakerjaan,118000000,APBN,63081643,DL.4057.SCO.019.056.0B.521211,Kementerian Ketenagakerjaan,14130,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Perluasan Kesempatan Kerja Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Bekasi,13676348,690634,2026,,RUPIAH MURNI,5240069,,590108043,K34,true,2026,Kementerian Ketenagakerjaan,170000000,APBN,65585926,WA.6621.EBA.994.002.0F.523121,Kementerian Ketenagakerjaan,164530,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663270,452542,2026,,RUPIAH MURNI,5219569,,582310385,K34,true,2026,Kementerian Ketenagakerjaan,4960000,APBN,63632744,DL.4057.SCO.003.052.0A.521211,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,13610373,051102,2026,,RUPIAH MURNI,5154038,,577162821,K34,true,2026,Kementerian Ketenagakerjaan,583080000,APBN,62258834,DL.4057.SCO.003.056.OA.521211,Kementerian Ketenagakerjaan,152210,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,13650916,450990,2026,,PNBP,5202979,,591610125,K34,true,2026,Kementerian Ketenagakerjaan,1000000,APBN,65935081,WA.2165.EBC.996.052.0H.521219,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Pusat Pasar Kerja,Terumumkan,K34,KEMENTERIAN,Pusat Pasar Kerja,13625244,626011,2026,,PNBP,5176478,,583134251,K34,true,2026,Kementerian Ketenagakerjaan,383040000,APBN,63825719,DN.6618.BMA.001.051.0B.524114,Kementerian Ketenagakerjaan,176042,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228567,,593041056,K34,true,2026,Kementerian Ketenagakerjaan,5400000,APBN,66229876,DN.5586.PBK.001.051.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,13671003,451139,2026,,PNBP,5231721,,593047185,K34,true,2026,Kementerian Ketenagakerjaan,9900000,APBN,66231600,DN.2177.BDC.002.051.51.524119,Kementerian Ketenagakerjaan,14069,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sorong,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sorong,13676518,452589,2026,,PNBP,5240098,,591304032,K34,true,2026,Kementerian Ketenagakerjaan,600000,APBN,65867742,DL.4059.BDB.001.051.0B.521211,Kementerian Ketenagakerjaan,14131,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228561,,593249480,K34,true,2026,Kementerian Ketenagakerjaan,2400000,APBN,66262987,DN.5586.BDC.002.054.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228557,,593247460,K34,true,2026,Kementerian Ketenagakerjaan,9000,APBN,66262575,DN.5586.BDC.001.052.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663272,452542,2026,,RUPIAH MURNI,5219590,,586252595,K34,true,2026,Kementerian Ketenagakerjaan,44010000,APBN,64618834,WA.6988.EBA.994.002.0B.523111,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,RUPIAH MURNI,5295888,,593427006,K34,true,2026,Kementerian Ketenagakerjaan,1920000,APBN,66281277,DL.4057.SCO.029.053.0B.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284566,,581331538,K34,true,2026,Kementerian Ketenagakerjaan,12800000,APBN,63368851,DL.4057.SCO.030.051.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sorong,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sorong,13676517,452589,2026,,RUPIAH MURNI,5240096,,591543829,K34,true,2026,Kementerian Ketenagakerjaan,300000,APBN,65918713,DL.4057.SCO.042.052.0B.521211,Kementerian Ketenagakerjaan,14131,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Politeknik Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Politeknik Ketenagakerjaan,13835047,352632,2026,,PNBP,5299939,,583595563,K34,true,2026,Kementerian Ketenagakerjaan,700000,APBN,63949756,DL.2238.AEA.003.051.0G.521211,Kementerian Ketenagakerjaan,171546,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238715,,592932735,K34,true,2026,Kementerian Ketenagakerjaan,36000000,APBN,66203508,DL.4057.SCO.003.053.0B.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683443,065106,2026,,RUPIAH MURNI,5248390,,590004047,K34,true,2026,Kementerian Ketenagakerjaan,9600000,APBN,65559134,DL.4057.SCO.014.063.0A.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Badan Perencanaan dan Pengembangan Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Badan Perencanaan dan Pengembangan Ketenagakerjaan,13601787,452677,2026,,PINJAMAN LUAR NEGERI,5142119,,583129431,K34,true,2026,Kementerian Ketenagakerjaan,1459460000,APBN,63824699,DN.6766.FAB.001.055.0B.523199,Kementerian Ketenagakerjaan,14096,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238727,,592588910,K34,true,2026,Kementerian Ketenagakerjaan,9000000,APBN,66127852,DL.4057.SCO.013.055.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Badan Perencanaan dan Pengembangan Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Badan Perencanaan dan Pengembangan Ketenagakerjaan,13601788,452677,2026,,PNBP,5142122,,583540623,K34,true,2026,Kementerian Ketenagakerjaan,1050000,APBN,63932713,DN.6767.ABK.001.060.0E.521211,Kementerian Ketenagakerjaan,14096,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284575,,581460144,K34,true,2026,Kementerian Ketenagakerjaan,1250000,APBN,63391673,DL.4057.SCO.031.051.0D.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,PNBP,5284590,,581454675,K34,true,2026,Kementerian Ketenagakerjaan,500000,APBN,63389934,DL.4057.SCO.005.054.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668981,451270,2026,,PNBP,5228554,,591208384,K34,true,2026,Kementerian Ketenagakerjaan,750000,APBN,65846988,DN.2181.BDC.002.051.0B.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,PNBP,5284578,,581465882,K34,true,2026,Kementerian Ketenagakerjaan,5000000,APBN,63393262,DL.4057.SCO.003.074.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284572,,581462496,K34,true,2026,Kementerian Ketenagakerjaan,15360000,APBN,63392326,DL.4057.SCO.031.058.0B.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284570,,581458295,K34,true,2026,Kementerian Ketenagakerjaan,20000000,APBN,63391232,DL.4057.SCO.032.051.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683443,065106,2026,,RUPIAH MURNI,5248384,,590003133,K34,true,2026,Kementerian Ketenagakerjaan,18500000,APBN,65558747,DL.4057.SCO.014.056.0A.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685777,259031,2026,,RUPIAH MURNI,5251848,,591482475,K34,true,2026,Kementerian Ketenagakerjaan,3000000,APBN,65900345,WA.2169.EBD.965.051.0B.521211,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Politeknik Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Politeknik Ketenagakerjaan,13835047,352632,2026,,PNBP,5299939,,591834760,K34,true,2026,Kementerian Ketenagakerjaan,3600000,APBN,65985531,DL.2238.AEA.003.051.0H.521211,Kementerian Ketenagakerjaan,171546,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,13622151,021212,2026,,RUPIAH MURNI,5171864,,602650042,K34,true,2026,Kementerian Ketenagakerjaan,72800000,APBN,67763979,DL.4057.SCO.010.066.OZ.521211,Kementerian Ketenagakerjaan,94422,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284577,,581455085,K34,true,2026,Kementerian Ketenagakerjaan,2400000,APBN,63390078,DL.4057.SCO.003.056.0B.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584917,452558,2026,,RUPIAH MURNI,5103313,,592766192,K34,true,2026,Kementerian Ketenagakerjaan,6400000,APBN,66168095,DL.4057.SCO.010.051.0B.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
Balai Besar Pelatihan Vokasi dan Produktivitas Serang,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Serang,13622797,426531,2026,,RUPIAH MURNI,5172999,,591997501,K34,true,2026,Kementerian Ketenagakerjaan,26000000,APBN,66014993,WA.6988.EBA.994.002.0J.521111,Kementerian Ketenagakerjaan,14130,false,5809f591-04b2-541e-98c2-10c00ec3f078.qaLntRfDDTJ_kGym.5EgIqXpkRLfl7VXPvxsDTP9VVlRJpiMe-9xiuA6DsS0
