Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KMQWPZ2AFBXXB20TCWQ0SS47,66665520,2026,E-Katalog 6.0,APBN,BERLIAN BRAELYN BERJAYA,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin  PENGADAAN INVENTARIS KANTOR DI LINGKUNGAN DITJEN BINAPENTA DAN PKK,COMPLETED,286099998,286099998
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMPG6MPNWV7D9VHKEPS3GX2D,66474105,2026,E-Katalog 6.0,APBN,AGUNG PUTRA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP,COMPLETED,20572296,20572296
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG BARAT - 021212,01KJVB5QA5QS4D70KQ6P8S9MCH,66153115,2026,E-Katalog 6.0,APBN,RAKINDO KARYA PUTRA,E-Purchasing,Barang,Pakaian Kerja Pelatihan Vokasi Bidang Industri dan Jasa (RM),PAYMENT OUTSIDE SYSTEM,26302294,26302294
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMWXDFEE1RYQB9H92SQBN7ZJ,66473957,2026,E-Katalog 6.0,APBN,SAMUDRA ELOK MANDIRI,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP A,COMPLETED,21116196,21116196
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNTVQ5M9ZYR1X638J9N1PE8K,66185662,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,4381170,4381170
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KRWYB255XDNDAM20M03VWDS0,66135360,2026,E-Katalog 6.0,APBN,PELANGI MEGA PERSADA,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,53720000,53720000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KKGF417CBMZEV6N2V9HGM9MX,66342119,2026,E-Katalog 6.0,APBN,SINAR RAFIAN,E-Purchasing,Barang,Pengadaan Bahan Pelatihan Vokasi UPTP PNBP (30 Paket),COMPLETED,34896180,34896180
KEMENTERIAN KETENAGAKERJAAN,SEKRETARIAT JENDERAL KEMNAKER - 450938,01KNP4R45DCB9M608GYW4HN12W,66399446,2026,E-Katalog 6.0,APBN,QEENANZY ADIKARYA MANDIRI,E-Purchasing,Barang,(TU Sekjen) Belanja Barang Persediaan Barang Konsumsi,COMPLETED,23706813,23706813
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KHAZQKHXNJ7G7R232A8V9RDA,63094681,2026,E-Katalog 6.0,APBN,INOVASI SINAR REZKI,E-Purchasing,Barang,Pengadaan Safety Shoes Peserta Pelatihan (72 Paket),COMPLETED,10229760,10229760
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BELITUNG - 352631,01KK8YC5NXZRZY47NEBW55RP7J,66252656,2026,E-Katalog 6.0,APBN,SAGA KARYA RAYA INDONESIA,E-Purchasing,Barang,"Pengadaan Pakaian Kerja PBK, PBL, dan TMT Batch 1 BPVP Belitung",PAYMENT OUTSIDE SYSTEM,42995184,42995184
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KQ6M9CJ6H84HD8VAWVFHX51P,63091859,2026,E-Katalog 6.0,APBN,SINAR RAFIAN,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,4467195,4467195
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KQF1XRJ4WM1KMACA2Q24T91N,66185662,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3677985,3677985
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS LOMBOK TIMUR - 230302,01KPQJ7XCT21VY5D9ZEYJNX72J,63390072,2026,E-Katalog 6.0,APBN,ALEA,E-Purchasing,Barang,Pakaian Kerja,PAYMENT OUTSIDE SYSTEM,83250000,83250000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKZJ9Z00RE6VDV8NTWA29TVE,66185950,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,19011814,19011814
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KK0YWN4DXVWK4AXTCTEGTH9Q,65990428,2026,E-Katalog 6.0,APBN,HAJI SUKRESNO PROPERTINDO,E-Purchasing,Jasa Lainnya,"Paket Fullboard Meeting Moderator, Penyelenggara dan Peserta Dialog Penguatan Pembentukan LKS Bipartit di Perusahaan  ",PAYMENT OUTSIDE SYSTEM,92340000,92340000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KHAYCBP8D9YWCMSSQ9HX4TQG,63093792,2026,E-Katalog 6.0,APBN,ZALTIN LINTAS INDONESIA,E-Purchasing,Barang,Pengadaan Pakaian Kerja dan Kaos Peserta Pelatihan (189 Paket),COMPLETED,4759680,4759680
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNNJJ9A62S98ZWS3APHJ1SY0,66185662,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,17913180,17913180
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKZJ2FCYS2X3SJ44JAF3MAMV,66185950,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,9030183,9030183
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KRDF1M8MT9CHMV36Z423T2D1,67084718,2026,E-Katalog 6.0,APBN,PEMBAWA RIZKI INVESTAMA,E-Purchasing,Barang,Belanja Bahan Fasilitasi Dan Pembinaan Calon Tenaga Kerja Di Pekerjaan Hijau,COMPLETED,20646000,20646000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKXBEBW8PWQ036QC21XY38DX,66185950,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,24147495,24147495
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK10JBYJBTJR1MVAYGPBF6HW,66186257,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring ,COMPLETED,2979240,2979240
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KS1SS1H0XG78C6E69XK39G2T,66123872,2026,E-Katalog 6.0,APBN,WIGUNA BERKAT MELIMPAH,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator",COMPLETED,65600000,65600000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANDA ACEH - 065106,01KKJSZ0FQEJ0CAA4ZY1GJBFHV,66455192,2026,E-Katalog 6.0,APBN,AGUNG DUTA REZEKI,E-Purchasing,Barang,Pakaian Kerja PBL dan PBK Reguler Industri dan Jasa ,PAYMENT OUTSIDE SYSTEM,27200000,27200000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KPDGF1C3S1EX32VMQEYYDHH8,66099505,2026,E-Katalog 6.0,APBN,KARYA CIPTA PESONA,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara dan Moderator",COMPLETED,69700000,69700000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KJVSCYJNFSPDGVP8PXSV8ZDM,63841797,2026,E-Katalog 6.0,APBN,GOLDENIA SEGITIGA EMAS,E-Purchasing,Barang,"Paket Pertemuan Fullboard Peserta, Moderator, dan Penyelenggara BIMTEK PENCATATAN DAN VERIFIKASI SERIKAT PEKERJA/SERIKAT BURUH",PAYMENT OUTSIDE SYSTEM,105600000,105600000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KQ21ZK0N5NQP6HPT5DVQT1N8,66867494,2026,E-Katalog 6.0,APBN,PEMBAWA RIZKI INVESTAMA,E-Purchasing,Barang,Belanja Bahan Fasilitasi Dan Pembinaan Calon Tenaga Kerja Di Pekerjaan Hijau,COMPLETED,41292000,41292000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KPWXPFJG30A812Q7A9XKQQC1,65992054,2026,E-Katalog 6.0,APBN,LUMBUNG PASTEUR PRAKARSA,E-Purchasing,Jasa Lainnya,"Paket Pertemuan Fullboard Peserta, Moderator dan Penyelenggara Identifikasi Analisis Pemetaan Kerawanan Hubungan Industrial  ",COMPLETED,194880000,194880000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP7T5RCQGRCMA5SWDZC09GBT,66186105,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan Teknisi Reguler,COMPLETED,4795200,4795200
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KCJMAW1GHKV7GQAJJMK3QEEP,62084676,2026,E-Katalog 6.0,APBN,INDRA SAMPOERNA ADVANCED,E-Purchasing,Jasa Lainnya,Operasional dan Pemeliharaan Kantor,PAYMENT OUTSIDE SYSTEM,71501760,71501760
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KMHF10KRRR094MT8XWHBYH7S,66185950,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,959373,959373
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KKHFY73PJWP1KBPXCGFY1380,66342568,2026,E-Katalog 6.0,APBN,TFD GAPOPINDO INVESTAMA,E-Purchasing,Barang,Pengadaan Bahan Pelatihan Vokasi UPTP RM (60 Paket),COMPLETED,257422986,257422986
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KKJJEZD5V2V6MKT3E227VYD6,66342119,2026,E-Katalog 6.0,APBN,ULTIMA ABDI SEJAHTERA,E-Purchasing,Barang,Pengadaan Bahan Pelatihan Vokasi UPTP PNBP (30 Paket),COMPLETED,89580330,89580330
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KF0EK2XEWFK1TPPFV8R1MSWX,63643601,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan TMT Kerjasama Hinode,COMPLETED,14385600,14385600
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KJS9YHPDRXQRV2EBMPAZVXVF,66123873,2026,E-Katalog 6.0,APBN,PT Soll Marina - Soll Marina Hotel Serpong,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator",COMPLETED,76000000,76000000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK8GY8GG4HDZTHV5Z4SVNTBT,65956099,2026,E-Katalog 6.0,APBN,DWI JAYA AGUNG,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,11448485,11448485
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KRDF2V6VF6C0DY869K5TXFTP,66185662,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3011985,3011985
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KPGAFJDP07NEPWVV1414AGFV,65992087,2026,E-Katalog 6.0,APBN,WIJAYA KARYA REALTY,E-Purchasing,Jasa Lainnya,"Paket Pertemuan Fullboard Peserta, Moderator dan Penyelenggara Luar Kota Optimalisasi, Koordinasi, dan Konsolidasi Tim Deteksi Dini ",COMPLETED,137280000,137280000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KNR8G6APDRQDGYRTM4MN1R41,66297464,2026,E-Katalog 6.0,APBN,EKWA MAKMUR MANUNGGAL,E-Purchasing,Barang,Belanja Pengadaan Bahan Pelatihan UPTD Technopark Sragen,PAYMENT OUTSIDE SYSTEM,13500000,13500000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS LOMBOK TIMUR - 230302,01KN1B185BYYN7B5JFQ2946W0H,63364611,2026,E-Katalog 6.0,APBN,ALEA,E-Purchasing,Barang,Pakaian Kerja,COMPLETED,13486500,13486500
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KNGVWS66JQKF1W91FZ5D8DMC,66124023,2026,E-Katalog 6.0,APBN,ROYAL WISATA ISTANA HOTEL,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,54400000,54400000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNTS21PG4BJV9TDHCA9XVX26,66185662,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3534240,3534240
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KKTMEAG8349G7Z52GJRDY4R2,66399315,2026,E-Katalog 6.0,APBN,PUTRI SADEWO,E-Purchasing,Barang,"Belanja Pakaian Kerja, Bahan dan Konsumsi Pelatihan - BLK Purworejo",PAYMENT OUTSIDE SYSTEM,20821558,20821558
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KMS60X2D0MBGVQASJJ6H9BND,66344371,2026,E-Katalog 6.0,APBN,DAPOER RASA ALIFIYA,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Konsumsi Peserta Pelatihan (90 Paket),PAYMENT OUTSIDE SYSTEM,54489600,54489600
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KKDVTPTBP2QCH2FK1P2Q1FCD,66342568,2026,E-Katalog 6.0,APBN,VARTEX REZATAMA CREATIVE,E-Purchasing,Barang,Pengadaan Bahan Pelatihan Vokasi UPTP RM (60 Paket),COMPLETED,51611670,51611670
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KMZN09J6TWJRRB3RQ6YX9T35,63093792,2026,E-Katalog 6.0,APBN,ZALTIN LINTAS INDONESIA,E-Purchasing,Barang,Pengadaan Pakaian Kerja dan Kaos Peserta Pelatihan (189 Paket),COMPLETED,31810380,31810380
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN3GS5KNWJKNMFVCABYSX8ER,66186051,2026,E-Katalog 6.0,APBN,DIAMOND MITRA SUKSES,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,2409500,2409500
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KH7X1JY60TXV31M2HHS8QDAG,66344371,2026,E-Katalog 6.0,APBN,PUTRA KARYA LANGGENG,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Konsumsi Peserta Pelatihan (90 Paket),COMPLETED,35481600,35481600
KEMENTERIAN KETENAGAKERJAAN,BALAI KESELAMATAN DAN KESEHATAN KERJA BANDUNG - 350079,01KN6PVQ7RXM6R5QC9Q1VMQ3K3,66812956,2026,E-Katalog 6.0,APBN,NUSANTARA GRAFINDO JAYA,E-Purchasing,Jasa Lainnya,Belanja Sewa Mesin Fotocopy,PAYMENT OUTSIDE SYSTEM,30869100,30869100
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP5DV2W7MARVD6YCERS4FXPX,66185662,2026,E-Katalog 6.0,APBN,DIAMOND MITRA SUKSES,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,2169100,2169100
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KKG028Q0VPDD1NJ40FZDXDG5,66342568,2026,E-Katalog 6.0,APBN,SUMBER VOKASI NUSANTARA,E-Purchasing,Barang,Pengadaan Bahan Pelatihan Vokasi UPTP RM (60 Paket),COMPLETED,118462530,118462530
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BELITUNG - 352631,01KMQH5QFZ8YR3G1Q6Y9RDKVAR,66567912,2026,E-Katalog 6.0,APBN,WISANGGENI,E-Purchasing,Barang,"Pengadaan Bahan Pelatihan TMT, PBL, dan PBK Batch 1 BPVP Belitung",PAYMENT OUTSIDE SYSTEM,27594600,27594600
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KMHFHT4CZ5AM6JFKEHJGN2JK,66399315,2026,E-Katalog 6.0,APBN,PUTRI SADEWO,E-Purchasing,Barang,"Belanja Pakaian Kerja, Bahan dan Konsumsi Pelatihan - BLK Purworejo",PAYMENT OUTSIDE SYSTEM,21323919,21323919
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJY3E9CVH12CNE0SA6QRM5DX,65956099,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,30362885,30362885
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS LOMBOK TIMUR - 230302,01KN1ATSQPD6P5Q8YT49RQYDYG,63391988,2026,E-Katalog 6.0,APBN,ALEA,E-Purchasing,Barang,Pakaian Kerja,COMPLETED,31635000,31635000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJV9PF8C6XJ5X370T0DJ7XED,66186051,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,17176529,17176529
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KSHKA13K8RYGNHAPJCA8YXCF,63091859,2026,E-Katalog 6.0,APBN,ABDYTHA MEGAH BERSAMA,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,9816840,9816840
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KK0WH1D8162CVPS749DW26BS,65990428,2026,E-Katalog 6.0,APBN,TRIMITRA PROPERTINDO,E-Purchasing,Jasa Lainnya,"Paket Fullboard Meeting Moderator, Penyelenggara dan Peserta Dialog Penguatan Pembentukan LKS Bipartit di Perusahaan  ",PAYMENT OUTSIDE SYSTEM,99180000,99180000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KHWKXD1W559CF50T2GJHRWMJ,63841797,2026,E-Katalog 6.0,APBN,BINTANG SURYA PRIMA,E-Purchasing,Barang,"Paket Pertemuan Fullboard Peserta, Moderator, dan Penyelenggara BIMTEK PENCATATAN DAN VERIFIKASI SERIKAT PEKERJA/SERIKAT BURUH",PAYMENT OUTSIDE SYSTEM,81950000,81950000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KSHBGP6WJXWMKBZ1G7DVD0TZ,65846990,2026,E-Katalog 6.0,APBN,MENARA PENINSULA,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Tahap Pelaksanaan Rekrutmen (Dalam Kota),COMPLETED,112000000,112000000
KEMENTERIAN KETENAGAKERJAAN,BIRO PERENCANAAN - ,01KTV0N3G4V1TMWD9MG426KBT8,66188034,2026,E-Katalog 6.0,APBN,CIPTA NIAGA MEGA,E-Purchasing,Barang,Pengadaan ATK LISTRAF Komponen C,COMPLETED,76299502,76299502
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP31SH2Z3SH9VE7EEJNEC441,66185662,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3534240,3534240
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KPQBAPAT3JXBT2H3NCG9JGA0,63824674,2026,E-Katalog 6.0,APBN,ABIAM GLOBAL TEKNOLOGI,E-Purchasing,Jasa Lainnya,Perpanjangan Lisensi Perangkat Firewall Server Farm (Fortinet),COMPLETED,2442200000,0
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KN1SNYGMZV27863KFP9RCGH9,66262571,2026,E-Katalog 6.0,APBN,CITRA MANDIRI PROPERTI,E-Purchasing,Jasa Lainnya,Paket Fullboard Peserta dan Panitia,COMPLETED,101520000,101520000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMYGZH7YVRV6FWXSBXWEA673,66474007,2026,E-Katalog 6.0,APBN,BANGUN KARYA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 160 JP,COMPLETED,32634000,32634000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KN1KGMWX99YF28YBCHBS26BG,66472410,2026,E-Katalog 6.0,APBN,INTERNIK NUSA PRAWIRA,E-Purchasing,Barang,Bahan Pelatihan Operator Forklift 280 JP,COMPLETED,17371500,17371500
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KSH70RJ4SDAC8DMQDWQB2H21,66344371,2026,E-Katalog 6.0,APBN,PUTRA KARYA LANGGENG,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Konsumsi Peserta Pelatihan (90 Paket),COMPLETED,1900800,1900800
KEMENTERIAN KETENAGAKERJAAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN - 450990,01KS06PV8DJNKVE5M0P8Q3KGXT,67158455,2026,E-Katalog 6.0,APBN,CIPTA KREASI INOVATIF,E-Purchasing,Barang,Peralatan dan Mesin,PAYMENT OUTSIDE SYSTEM,93491907,93491907
KEMENTERIAN KETENAGAKERJAAN,INSPEKTORAT JENDERAL - 259031,01KE94KKYSX5Q2B3C1MZY3ZY7G,62697960,2026,E-Katalog 6.0,APBN,HENLISA PUTRA SANJAYA,E-Purchasing,Jasa Lainnya,Belanja Sewa,PAYMENT OUTSIDE SYSTEM,377861760,377861760
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNTQVXAH63M616HH0PBF4520,66185662,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,5481957,5481957
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN0YCFZV4C8A98X9DX24SYRH,66185662,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3593070,3593070
KEMENTERIAN KETENAGAKERJAAN,BIRO PERENCANAAN - ,01KH0SYY2V2AYV8GQM87TZSHRR,65584502,2026,E-Katalog 6.0,APBN,MENSANA ANEKA PROPERTI,E-Purchasing,Jasa Lainnya,Pengadaan Paket Fullboard Meeting Luar Kota LISTRAF Komponen C,COMPLETED,4600000,4600000
